Instituição,Cod.IBGE,UF,PODER,População,Conta,Valor
Ministério Público do Estado do Espírito Santo,32,ES,Ministério Público,3929911,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",225865744.1
Ministério Público do Estado do Espírito Santo,32,ES,Ministério Público,3929911,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",237753414.8
Ministério Público do Estado do Espírito Santo,32,ES,Ministério Público,3929911,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",213978073.3
Ministério Público do Estado do Espírito Santo,32,ES,Ministério Público,3929911,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),214072097.2
Ministério Público do Estado de Goiás,52,GO,Ministério Público,6610681,RECEITA CORRENTE LIQUIDA - RCL (IV),17908053634.5
Ministério Público do Estado de Goiás,52,GO,Ministério Público,6610681,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",340253019.1
Ministério Público do Estado de Goiás,52,GO,Ministério Público,6610681,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",358161072.7
Ministério Público do Estado de Goiás,52,GO,Ministério Público,6610681,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",322344965.4
Ministério Público do Estado de Goiás,52,GO,Ministério Público,6610681,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),348079823.0
Ministério Público do Estado do Maranhão,21,MA,Ministério Público,6904241,RECEITA CORRENTE LIQUIDA - RCL (IV),10802513622.5
Ministério Público do Estado do Maranhão,21,MA,Ministério Público,6904241,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",205247758.8
Ministério Público do Estado do Maranhão,21,MA,Ministério Público,6904241,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",216050272.5
Ministério Público do Estado do Maranhão,21,MA,Ministério Público,6904241,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",194445245.2
Ministério Público do Estado do Maranhão,21,MA,Ministério Público,6904241,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),202193481.5
Ministério Público do Estado de Minas Gerais,31,MG,Ministério Público,20869101,RECEITA CORRENTE LIQUIDA - RCL (IV),52887513009.4
Ministério Público do Estado de Minas Gerais,31,MG,Ministério Público,20869101,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",1004862747.2
Ministério Público do Estado de Minas Gerais,31,MG,Ministério Público,20869101,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",1057750260.2
Ministério Público do Estado de Minas Gerais,31,MG,Ministério Público,20869101,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",951975234.2
Ministério Público do Estado de Minas Gerais,31,MG,Ministério Público,20869101,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),961630234.9
Ministério Público do Estado do Mato Grosso,51,MT,Ministério Público,3265486,RECEITA CORRENTE LIQUIDA - RCL (IV),12209085734.5
Ministério Público do Estado do Mato Grosso,51,MT,Ministério Público,3265486,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",231972629.0
Ministério Público do Estado do Mato Grosso,51,MT,Ministério Público,3265486,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",244181714.7
Ministério Público do Estado do Mato Grosso,51,MT,Ministério Público,3265486,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",219763543.2
Ministério Público do Estado do Mato Grosso,51,MT,Ministério Público,3265486,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),213023540.1
Ministério Público do Estado da Paraíba,25,PB,Ministério Público,3972202,RECEITA CORRENTE LIQUIDA - RCL (IV),7952574202.7
Ministério Público do Estado da Paraíba,25,PB,Ministério Público,3972202,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",151098909.9
Ministério Público do Estado da Paraíba,25,PB,Ministério Público,3972202,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",159051484.1
Ministério Público do Estado da Paraíba,25,PB,Ministério Público,3972202,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",143146335.7
Ministério Público do Estado da Paraíba,25,PB,Ministério Público,3972202,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),153903224.0
Ministério Público do Estado de Pernambuco,26,PE,Ministério Público,9345173,RECEITA CORRENTE LIQUIDA - RCL (IV),19727049222.7
Ministério Público do Estado de Pernambuco,26,PE,Ministério Público,9345173,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",374813935.2
Ministério Público do Estado de Pernambuco,26,PE,Ministério Público,9345173,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",394540984.5
Ministério Público do Estado de Pernambuco,26,PE,Ministério Público,9345173,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",355086886.0
Ministério Público do Estado de Pernambuco,26,PE,Ministério Público,9345173,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),317526118.3
Ministério Público do Estado do Piauí,22,PI,Ministério Público,3204028,RECEITA CORRENTE LIQUIDA - RCL (IV),6689897326.2
Ministério Público do Estado do Piauí,22,PI,Ministério Público,3204028,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",127108049.2
Ministério Público do Estado do Piauí,22,PI,Ministério Público,3204028,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",133797946.5
Ministério Público do Estado do Piauí,22,PI,Ministério Público,3204028,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",120418151.9
Ministério Público do Estado do Piauí,22,PI,Ministério Público,3204028,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),122762781.0
Ministério Público do Estado do Paraná,41,PR,Ministério Público,11163018,RECEITA CORRENTE LIQUIDA - RCL (IV),33316002510.4
Ministério Público do Estado do Paraná,41,PR,Ministério Público,11163018,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",633004047.7
Ministério Público do Estado do Paraná,41,PR,Ministério Público,11163018,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",666320050.2
Ministério Público do Estado do Paraná,41,PR,Ministério Público,11163018,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",599688045.2
Ministério Público do Estado do Paraná,41,PR,Ministério Público,11163018,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),525414393.1
Ministério Público do Estado do Rio de Janeiro,33,RJ,Ministério Público,16550024,RECEITA CORRENTE LIQUIDA - RCL (IV),49131341507.0
Ministério Público do Estado do Rio de Janeiro,33,RJ,Ministério Público,16550024,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",933495488.6
Ministério Público do Estado do Rio de Janeiro,33,RJ,Ministério Público,16550024,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",982626830.1
Ministério Público do Estado do Rio de Janeiro,33,RJ,Ministério Público,16550024,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",884364147.1
Ministério Público do Estado do Rio de Janeiro,33,RJ,Ministério Público,16550024,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),780672921.8
Ministério Público do Estado do Rio Grande do Norte,24,RN,Ministério Público,3442175,RECEITA CORRENTE LIQUIDA - RCL (IV),8036936741.0
Ministério Público do Estado do Rio Grande do Norte,24,RN,Ministério Público,3442175,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",152701798.1
Ministério Público do Estado do Rio Grande do Norte,24,RN,Ministério Público,3442175,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",160738734.8
Ministério Público do Estado do Rio Grande do Norte,24,RN,Ministério Público,3442175,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",144664861.3
Ministério Público do Estado do Rio Grande do Norte,24,RN,Ministério Público,3442175,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),180356007.9
Ministério Público do Estado de Rondônia,11,RO,Ministério Público,1768204,RECEITA CORRENTE LIQUIDA - RCL (IV),5646246176.2
Ministério Público do Estado de Rondônia,11,RO,Ministério Público,1768204,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",107278677.3
Ministério Público do Estado de Rondônia,11,RO,Ministério Público,1768204,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",112924923.5
Ministério Público do Estado de Rondônia,11,RO,Ministério Público,1768204,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",101632431.2
Ministério Público do Estado de Rondônia,11,RO,Ministério Público,1768204,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),107453649.1
Ministério Público do Estado de Roraima,14,RR,Ministério Público,505665,RECEITA CORRENTE LIQUIDA - RCL (IV),2919517844.1
Ministério Público do Estado de Roraima,14,RR,Ministério Público,505665,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",54436980.6
Ministério Público do Estado de Roraima,14,RR,Ministério Público,505665,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",57302084.8
Ministério Público do Estado de Roraima,14,RR,Ministério Público,505665,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",51571876.3
Ministério Público do Estado de Roraima,14,RR,Ministério Público,505665,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),52924656.7
Ministério Público do Estado do Rio Grande do Sul,43,RS,Ministério Público,11247972,RECEITA CORRENTE LIQUIDA - RCL (IV),31616523126.5
Ministério Público do Estado do Rio Grande do Sul,43,RS,Ministério Público,11247972,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",600713939.4
Ministério Público do Estado do Rio Grande do Sul,43,RS,Ministério Público,11247972,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",632330462.5
Ministério Público do Estado do Rio Grande do Sul,43,RS,Ministério Público,11247972,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",569097416.3
Ministério Público do Estado do Rio Grande do Sul,43,RS,Ministério Público,11247972,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),522038332.1
Ministério Público do Estado de Santa Catarina,42,SC,Ministério Público,6819190,RECEITA CORRENTE LIQUIDA - RCL (IV),19795816098.7
Ministério Público do Estado de Santa Catarina,42,SC,Ministério Público,6819190,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",376120505.9
Ministério Público do Estado de Santa Catarina,42,SC,Ministério Público,6819190,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",395916322.0
Ministério Público do Estado de Santa Catarina,42,SC,Ministério Público,6819190,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",356324689.8
Ministério Público do Estado de Santa Catarina,42,SC,Ministério Público,6819190,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),367823015.8
Ministério Público do Estado de São Paulo,35,SP,Ministério Público,44396484,RECEITA CORRENTE LIQUIDA - RCL (IV),141496347936.1
Ministério Público do Estado de São Paulo,35,SP,Ministério Público,44396484,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",2688430610.8
Ministério Público do Estado de São Paulo,35,SP,Ministério Público,44396484,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",2829926958.7
Ministério Público do Estado de São Paulo,35,SP,Ministério Público,44396484,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",2546934262.9
Ministério Público do Estado de São Paulo,35,SP,Ministério Público,44396484,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),1841358182.2
Ministério Público do Estado do Tocantins,17,TO,Ministério Público,1515126,RECEITA CORRENTE LIQUIDA - RCL (IV),6435301473.5
Ministério Público do Estado do Tocantins,17,TO,Ministério Público,1515126,"LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF)",122270728.0
Ministério Público do Estado do Tocantins,17,TO,Ministério Público,1515126,"LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF)",128706029.5
Ministério Público do Estado do Tocantins,17,TO,Ministério Público,1515126,"LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF)",115835426.5
Ministério Público do Estado do Tocantins,17,TO,Ministério Público,1515126,DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b),117569131.0
